VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2,01/01/2020 12:25:18 AM,01/01/2020 12:32:19 AM,1,0.68,1,N,162,234,2,6,0.5,0.5,0,0,0.3,9.8,2.5
2,01/01/2020 12:44:37 AM,01/01/2020 01:00:58 AM,1,1.49,1,N,234,114,1,11.5,0.5,0.5,3.06,0,0.3,18.36,2.5
2,01/01/2020 12:23:30 AM,01/01/2020 12:41:40 AM,1,4.41,1,N,263,246,1,17,0.5,0.5,4.16,0,0.3,24.96,2.5
2,01/01/2020 12:21:11 AM,01/01/2020 12:44:16 AM,1,5.1,1,N,140,7,1,18.5,0.5,0.5,4.46,0,0.3,26.76,2.5
2,01/01/2020 12:33:24 AM,01/01/2020 12:43:44 AM,1,3.02,1,N,79,209,1,11,0.5,0.5,2.96,0,0.3,17.76,2.5
2,01/01/2020 12:06:44 AM,01/01/2020 12:20:57 AM,1,1.83,1,N,114,164,2,11,0.5,0.5,0,0,0.3,14.8,2.5
2,01/01/2020 12:25:31 AM,01/01/2020 12:45:25 AM,1,4.67,1,N,164,209,1,19,0.5,0.5,5.7,0,0.3,28.5,2.5
2,01/01/2020 12:50:33 AM,01/01/2020 01:01:22 AM,1,3.74,1,N,87,79,1,13,0.5,0.5,3.36,0,0.3,20.16,2.5
2,01/01/2020 12:10:31 AM,01/01/2020 12:16:00 AM,3,0.97,1,N,151,239,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5
2,01/01/2020 12:16:49 AM,01/01/2020 12:21:20 AM,2,0.95,1,N,239,143,1,5.5,0.5,0.5,4,0,0.3,13.3,2.5
2,01/01/2020 12:30:03 AM,01/01/2020 12:37:29 AM,2,1.5,1,N,239,236,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5
2,01/01/2020 12:38:14 AM,01/01/2020 12:50:56 AM,3,3.89,1,N,237,224,1,14,0.5,0.5,4.45,0,0.3,22.25,2.5
2,01/01/2020 12:57:10 AM,01/01/2020 01:05:24 AM,1,1.71,1,N,224,162,2,8,0.5,0.5,0,0,0.3,11.8,2.5
2,01/01/2020 12:36:30 AM,01/01/2020 01:09:34 AM,1,19.19,2,N,264,264,1,52,0,0.5,13.82,0,0.3,69.12,2.5
2,01/01/2020 12:06:36 AM,01/01/2020 12:16:05 AM,2,1.28,1,N,79,170,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5
2,01/01/2020 12:29:39 AM,01/01/2020 12:45:31 AM,2,2.75,1,N,113,229,2,12.5,0.5,0.5,0,0,0.3,16.3,2.5
2,01/01/2020 12:46:29 AM,01/01/2020 12:51:52 AM,1,1.4,1,N,229,229,1,6.5,0.5,0.5,2,0,0.3,12.3,2.5
2,01/01/2020 12:38:58 AM,01/01/2020 12:51:12 AM,2,3.62,1,N,17,148,1,13,0.5,0.5,3.36,0,0.3,20.16,2.5
2,01/01/2020 12:56:29 AM,01/01/2020 12:59:27 AM,1,0.54,1,N,79,232,1,4,0.5,0.5,1.56,0,0.3,9.36,2.5
1,01/01/2020 12:13:45 AM,01/01/2020 12:41:21 AM,1,3.8,1,N,231,50,1,19,3,0.5,4.55,0,0.3,27.35,2.5
1,01/01/2020 12:55:15 AM,01/01/2020 12:59:13 AM,1,0.6,1,N,50,246,1,5,3,0.5,2.6,0,0.3,11.4,2.5
2,01/01/2020 12:19:36 AM,01/01/2020 12:21:09 AM,1,0.54,1,N,239,238,2,3.5,0.5,0.5,0,0,0.3,7.3,2.5
2,01/01/2020 12:24:22 AM,01/01/2020 12:25:54 AM,1,0.56,1,N,238,239,1,3.5,0.5,0.5,1.7,0,0.3,9,2.5
2,01/01/2020 12:27:23 AM,01/01/2020 12:43:58 AM,1,4.06,1,N,239,137,2,14.5,0.5,0.5,0,0,0.3,18.3,2.5
2,01/01/2020 12:45:37 AM,01/01/2020 01:05:57 AM,1,3.76,1,N,137,262,1,15,0.5,0.5,2.25,0,0.3,21.05,2.5
2,01/01/2020 12:21:24 AM,01/01/2020 12:24:36 AM,1,0.53,1,N,113,114,1,4.5,0.5,0.5,0.75,0,0.3,9.05,2.5
2,01/01/2020 12:28:33 AM,01/01/2020 01:04:02 AM,1,4.25,1,N,144,48,2,23,0.5,0.5,0,0,0.3,26.8,2.5
1,01/01/2020 12:19:34 AM,01/01/2020 12:30:38 AM,1,0.8,1,N,87,87,2,8.5,3,0.5,0,0,0.3,12.3,2.5
1,01/01/2020 12:42:02 AM,01/01/2020 12:56:13 AM,1,2.7,1,N,87,249,1,12,3,0.5,3.15,0,0.3,18.95,2.5
1,01/01/2020 12:58:05 AM,01/01/2020 01:08:56 AM,1,1.7,1,N,249,148,2,9,3,0.5,0,0,0.3,12.8,2.5
1,01/01/2020 12:12:24 AM,01/01/2020 12:17:10 AM,0,1.4,1,N,236,237,1,6,3.5,0.5,2.05,0,0.3,12.35,2.5
1,01/01/2020 12:20:50 AM,01/01/2020 12:36:29 AM,0,1.1,1,N,141,161,1,10.5,3.5,0.5,0.2,0,0.3,15,2.5
1,01/01/2020 12:39:00 AM,01/01/2020 12:46:47 AM,0,0.8,1,N,161,233,1,6.5,3.5,0.5,0.5,0,0.3,11.3,2.5
1,01/01/2020 02:55:43 AM,01/01/2020 02:55:43 AM,1,0,1,N,181,264,2,28.5,0.5,0.5,0,0,0,29.5,0
1,01/01/2020 12:48:50 AM,01/01/2020 01:01:32 AM,0,2.3,1,N,233,90,1,10,3.5,0.5,2.85,0,0.3,17.15,2.5
1,01/01/2020 12:06:06 AM,01/01/2020 12:10:45 AM,1,0.9,1,N,237,263,1,5.5,3,0.5,1.85,0,0.3,11.15,2.5
1,01/01/2020 12:11:54 AM,01/01/2020 12:17:17 AM,2,1,1,N,263,141,1,5.5,3,0.5,1.85,0,0.3,11.15,2.5
1,01/01/2020 12:24:59 AM,01/01/2020 12:32:42 AM,1,0.8,1,N,237,140,1,6.5,3,0.5,1.03,0,0.3,11.33,2.5
1,01/01/2020 12:40:06 AM,01/01/2020 12:43:51 AM,1,0.5,1,N,141,262,1,4.5,3,0.5,0,0,0.3,8.3,2.5
1,01/01/2020 12:49:56 AM,01/01/2020 01:18:17 AM,1,4.4,1,N,262,68,1,20.5,3,0.5,4.85,0,0.3,29.15,2.5
2,01/01/2020 12:26:47 AM,01/01/2020 12:37:51 AM,1,1.53,1,N,234,233,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5
2,01/01/2020 12:41:53 AM,01/01/2020 12:47:02 AM,2,0.34,1,N,170,170,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5
2,01/01/2020 12:53:13 AM,01/01/2020 01:04:57 AM,2,1.77,1,N,164,68,2,9.5,0.5,0.5,0,0,0.3,13.3,2.5
2,01/01/2020 12:43:35 AM,01/01/2020 12:54:56 AM,1,0.99,1,N,229,170,1,8.5,0.5,0.5,1,0,0.3,13.3,2.5
2,01/01/2020 12:42:00 AM,01/01/2020 12:58:45 AM,1,3.07,1,N,238,116,2,13.5,0.5,0.5,0,0,0.3,14.8,0
2,01/01/2020 12:30:18 AM,01/01/2020 01:01:03 AM,1,23.47,1,N,132,195,1,61.5,0.5,0.5,12.56,0,0.3,75.36,0
2,01/01/2020 12:19:06 AM,01/01/2020 12:25:28 AM,2,0.84,1,N,114,144,1,6,0.5,0.5,1.47,0,0.3,11.27,2.5
2,01/01/2020 12:29:17 AM,01/01/2020 12:42:44 AM,1,1.67,1,N,114,79,2,9.5,0.5,0.5,0,0,0.3,13.3,2.5
2,01/01/2020 12:43:40 AM,01/01/2020 12:58:16 AM,1,2.68,1,N,79,229,1,11,0.5,0.5,2.96,0,0.3,17.76,2.5
1,01/01/2020 12:37:09 AM,01/01/2020 12:40:31 AM,0,0.2,1,N,48,50,1,4,3,0.5,0,0,0.3,7.8,2.5
1,01/01/2020 12:49:26 AM,01/01/2020 01:31:05 AM,2,10.1,1,N,48,18,2,37,3,0.5,0,0,0.3,40.8,2.5
1,01/01/2020 12:50:25 AM,01/01/2020 01:06:09 AM,3,4.8,1,N,232,263,1,16.5,3,0.5,4.05,0,0.3,24.35,2.5
2,01/01/2020 12:31:57 AM,01/01/2020 12:48:23 AM,1,3.77,1,N,162,238,2,14,0.5,0.5,0,0,0.3,17.8,2.5
2,01/01/2020 12:55:53 AM,01/01/2020 01:06:42 AM,1,1.65,1,N,238,142,2,9,0.5,0.5,0,0,0.3,12.8,2.5
2,01/01/2020 12:38:38 AM,01/01/2020 12:43:17 AM,1,0.44,1,N,90,249,1,4.5,0.5,0.5,1.49,0,0.3,9.79,2.5
2,01/01/2020 12:44:53 AM,01/01/2020 01:08:14 AM,1,2.43,1,N,249,48,1,15,0.5,0.5,4.7,0,0.3,23.5,2.5
2,01/01/2020 12:30:31 AM,01/01/2020 01:44:14 AM,1,8.92,1,N,170,238,2,38,0.5,0.5,0,0,0.3,41.8,2.5
1,01/01/2020 12:41:13 AM,01/01/2020 12:52:29 AM,2,1.9,1,N,148,170,1,9.5,3,0.5,0,0,0.3,13.3,2.5
2,01/01/2020 12:10:56 AM,01/01/2020 12:23:33 AM,1,6.57,1,N,138,168,1,19,0.5,0.5,10,6.12,0.3,36.42,0
2,01/01/2020 12:41:24 AM,01/01/2020 12:50:55 AM,1,2.41,1,N,263,233,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5
2,01/01/2020 12:26:50 AM,01/01/2020 12:40:12 AM,1,5.31,1,N,87,229,2,17,0.5,0.5,0,0,0.3,20.8,2.5
2,01/01/2020 12:45:07 AM,01/01/2020 12:49:59 AM,1,1,1,N,229,141,1,5.5,0.5,0.5,1.5,0,0.3,10.8,2.5
1,01/01/2020 12:46:55 AM,01/01/2020 01:00:20 AM,2,0.5,1,N,161,229,2,9,3,0.5,0,0,0.3,12.8,2.5
2,01/01/2020 12:00:14 AM,01/01/2020 12:15:46 AM,1,7.25,1,N,79,168,2,21.5,0.5,0.5,0,0,0.3,25.3,2.5
2,01/01/2020 12:35:51 AM,01/01/2020 12:38:07 AM,1,0.61,1,N,141,263,1,4,0.5,0.5,2,0,0.3,9.8,2.5
2,01/01/2020 12:42:03 AM,01/01/2020 12:50:42 AM,1,1.31,1,N,141,236,1,7.5,0.5,0.5,3.39,0,0.3,14.69,2.5
2,01/01/2020 12:56:20 AM,01/01/2020 12:59:09 AM,1,0.62,1,N,236,237,1,4,0.5,0.5,1.56,0,0.3,9.36,2.5
1,01/01/2020 12:41:25 AM,01/01/2020 01:03:46 AM,2,4.3,1,N,181,232,1,18,3,0.5,4.35,0,0.3,26.15,2.5
2,01/01/2020 12:15:21 AM,01/01/2020 12:19:07 AM,2,0.71,1,N,148,79,1,4.5,0.5,0.5,2.49,0,0.3,10.79,2.5
2,01/01/2020 12:23:24 AM,01/01/2020 12:32:10 AM,1,2.23,1,N,79,229,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5
2,01/01/2020 12:54:16 AM,01/01/2020 01:05:46 AM,1,1.3,1,N,107,158,1,8.5,0.5,0.5,2.46,0,0.3,14.76,2.5
1,01/01/2020 12:26:43 AM,01/01/2020 12:41:33 AM,2,1.2,1,N,239,48,1,10.5,3,0.5,2.85,0,0.3,17.15,2.5
1,01/01/2020 12:47:20 AM,01/01/2020 01:21:21 AM,1,2.7,1,N,48,113,1,20.5,3,0.5,7.25,0,0.3,31.55,2.5
1,01/01/2020 12:12:42 AM,01/01/2020 12:32:40 AM,1,7.1,1,N,162,147,2,22,3,0.5,0,0,0.3,25.8,2.5
1,01/01/2020 12:30:37 AM,01/01/2020 12:32:38 AM,1,0.4,1,N,151,151,2,3.5,0.5,0.5,0,0,0.3,4.8,0
1,01/01/2020 12:39:09 AM,01/01/2020 12:48:11 AM,1,1.1,1,N,41,74,1,7.5,0.5,0.5,2.2,0,0.3,11,0
1,01/01/2020 12:58:34 AM,01/01/2020 01:17:20 AM,1,4.8,1,N,41,233,1,17.5,3,0.5,5.3,0,0.3,26.6,2.5
1,01/01/2020 12:35:13 AM,01/01/2020 12:58:50 AM,1,5.7,1,N,161,87,2,21.5,3,0.5,0,0,0.3,25.3,2.5
2,01/01/2020 12:33:46 AM,01/01/2020 01:12:20 AM,1,4.17,1,N,79,50,1,24.5,0.5,0.5,5.66,0,0.3,33.96,2.5
2,01/01/2020 02:37:26 AM,01/01/2020 02:37:42 AM,2,0.02,5,N,145,145,1,20,0,0,0,0,0.3,20.3,0
2,01/01/2020 12:51:14 AM,01/01/2020 01:26:42 AM,1,1.92,1,N,142,68,1,21,0.5,0.5,7.44,0,0.3,32.24,2.5
2,01/01/2020 12:31:19 AM,01/01/2020 12:39:26 AM,4,1.01,1,N,170,161,2,7,0.5,0.5,0,0,0.3,10.8,2.5
2,01/01/2020 12:47:13 AM,01/01/2020 12:54:52 AM,6,1.77,1,N,161,140,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5
2,01/01/2020 12:58:35 AM,01/01/2020 01:02:04 AM,4,0.73,1,N,140,140,1,4.5,0.5,0.5,1.66,0,0.3,9.96,2.5
1,01/01/2020 12:38:19 AM,01/01/2020 12:45:58 AM,3,1.3,1,N,237,141,1,7.5,3,0.5,3,0,0.3,14.3,2.5
1,01/01/2020 12:55:27 AM,01/01/2020 01:09:35 AM,2,0.8,1,N,237,161,2,9.5,3,0.5,0,0,0.3,13.3,2.5
2,01/01/2020 12:11:31 AM,01/01/2020 12:15:34 AM,2,0.6,1,N,68,68,1,4.5,0.5,0.5,1.66,0,0.3,9.96,2.5
2,01/01/2020 12:32:20 AM,01/01/2020 12:44:34 AM,2,0.38,1,N,249,45,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5
1,01/01/2020 12:14:04 AM,01/01/2020 12:40:02 AM,2,3.3,1,N,231,170,2,17,3,0.5,0,0,0.3,20.8,2.5
1,01/01/2020 12:41:20 AM,01/01/2020 12:44:37 AM,1,0.5,1,N,170,137,1,4,3,0.5,2.3,0,0.3,10.1,2.5
1,01/01/2020 12:49:50 AM,01/01/2020 01:17:05 AM,2,4.7,1,N,137,255,1,20.5,3,0.5,1.22,0,0.3,25.52,2.5
1,01/01/2020 12:18:42 AM,01/01/2020 12:26:15 AM,2,1.2,1,N,68,107,1,7,3,0.5,2.16,0,0.3,12.96,2.5
1,01/01/2020 12:49:15 AM,01/01/2020 12:51:43 AM,1,0.4,1,Y,137,107,1,4,3,0.5,1.55,0,0.3,9.35,2.5
1,01/01/2020 12:55:56 AM,01/01/2020 01:15:07 AM,2,3.5,1,N,79,255,1,16,3,0.5,3,0,0.3,22.8,2.5
1,01/01/2020 12:14:46 AM,01/01/2020 12:47:23 AM,1,5.6,1,N,113,238,1,24,3,0.5,3,0,0.3,30.8,2.5
1,01/01/2020 12:53:36 AM,01/01/2020 01:09:47 AM,1,1.9,1,N,238,141,2,12,3,0.5,0,0,0.3,15.8,2.5
2,01/01/2020 12:17:57 AM,01/01/2020 12:54:31 AM,2,4.39,1,N,234,238,1,24,0.5,0.5,3,0,0.3,30.8,2.5
1,01/01/2020 12:36:37 AM,01/01/2020 12:44:02 AM,1,1.7,1,N,231,90,1,8,3,0.5,2.12,0,0.3,13.92,2.5
1,01/01/2020 12:54:48 AM,01/01/2020 01:14:28 AM,1,1.7,1,N,164,142,1,13,3,0.5,3.36,0,0.3,20.16,2.5
2,01/01/2020 12:38:08 AM,01/01/2020 12:53:52 AM,1,3.36,1,N,144,255,1,14,0.5,0.5,3.56,0,0.3,21.36,2.5
1,01/01/2020 12:31:06 AM,01/01/2020 01:04:57 AM,1,0,1,N,166,211,1,26.2,0,0.5,0,0,0.3,27,0
1,01/01/2020 12:10:28 AM,01/01/2020 12:25:45 AM,2,2,1,N,161,68,1,11,3,0.5,2.95,0,0.3,17.75,2.5
1,01/01/2020 12:31:05 AM,01/01/2020 12:51:40 AM,2,1,1,N,246,68,1,13,3,0.5,4.2,0,0.3,21,2.5
1,01/01/2020 12:58:55 AM,01/01/2020 01:29:16 AM,1,2.7,1,N,90,163,1,18.5,3,0.5,2,0,0.3,24.3,2.5
2,01/01/2020 12:28:25 AM,01/01/2020 12:31:01 AM,3,0.47,1,N,90,68,1,4,0.5,0.5,2.34,0,0.3,10.14,2.5
2,01/01/2020 12:32:03 AM,01/01/2020 12:48:59 AM,3,3.19,1,N,246,231,1,14,0.5,0.5,5.34,0,0.3,23.14,2.5
2,01/01/2020 12:50:31 AM,01/01/2020 12:57:24 AM,3,0.81,1,N,209,148,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5
2,01/01/2020 12:58:14 AM,01/01/2020 01:07:16 AM,3,1.55,1,N,148,87,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5
1,01/01/2020 12:24:37 AM,01/01/2020 12:45:38 AM,1,3.5,1,N,43,48,1,16.5,3,0.5,4.05,0,0.3,24.35,2.5
1,01/01/2020 12:46:26 AM,01/01/2020 01:25:41 AM,1,11.8,1,N,48,67,1,38,3,0.5,9.55,6.12,0.3,57.47,2.5
2,01/01/2020 12:12:59 AM,01/01/2020 12:33:03 AM,3,4.13,1,N,239,170,2,16,0.5,0.5,0,0,0.3,19.8,2.5
2,01/01/2020 12:35:58 AM,01/01/2020 12:46:55 AM,1,2.26,1,N,170,263,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5
2,01/01/2020 12:57:35 AM,01/01/2020 01:20:41 AM,3,2.25,1,N,237,50,1,15,0.5,0.5,3.76,0,0.3,22.56,2.5
2,01/01/2020 12:03:30 AM,01/01/2020 12:15:17 AM,4,1.72,1,N,114,158,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5
2,01/01/2020 12:33:41 AM,01/01/2020 12:37:24 AM,1,0.36,1,N,107,234,1,4,0.5,0.5,2.34,0,0.3,10.14,2.5
2,01/01/2020 12:47:39 AM,01/01/2020 01:15:04 AM,2,7.7,1,N,107,106,1,26.5,0.5,0.5,9.09,0,0.3,39.39,2.5
2,01/01/2020 12:12:04 AM,01/01/2020 12:28:09 AM,1,3.01,1,N,142,236,1,14,0.5,0.5,5.34,0,0.3,23.14,2.5
2,01/01/2020 12:37:30 AM,01/01/2020 12:43:10 AM,1,1.02,1,N,239,142,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5
2,01/01/2020 12:44:18 AM,01/01/2020 12:55:49 AM,3,1.74,1,N,142,229,1,9,0.5,0.5,3.2,0,0.3,16,2.5
2,01/01/2020 12:33:28 AM,01/01/2020 12:38:30 AM,4,1.42,1,N,229,140,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5
2,01/01/2020 12:40:50 AM,01/01/2020 12:52:03 AM,3,4.65,1,N,262,4,1,15,0.5,0.5,1,0,0.3,19.8,2.5
2,01/01/2020 12:55:08 AM,01/01/2020 01:17:51 AM,5,5.7,1,N,79,75,1,20,0.5,0.5,4.76,0,0.3,28.56,2.5
2,01/01/2020 12:07:41 AM,01/01/2020 12:10:23 AM,1,0.65,1,N,140,262,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,01/01/2020 12:18:48 AM,01/01/2020 12:38:14 AM,1,2.96,1,N,262,143,1,14.5,0.5,0.5,4.58,0,0.3,22.88,2.5
2,01/01/2020 12:44:53 AM,01/01/2020 12:51:24 AM,1,2.05,1,N,142,24,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5
2,01/01/2020 12:57:08 AM,01/01/2020 01:01:33 AM,1,0.83,1,N,151,238,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
2,01/01/2020 12:24:29 AM,01/01/2020 12:47:32 AM,1,11.12,1,N,233,89,2,32.5,0.5,0.5,0,0,0.3,36.3,2.5
2,01/01/2020 12:36:53 AM,01/01/2020 12:53:05 AM,1,1.95,1,N,234,48,1,11.5,0.5,0.5,4,0,0.3,19.3,2.5
1,01/01/2020 12:20:19 AM,01/01/2020 12:29:09 AM,2,0.5,1,N,161,161,2,7,3,0.5,0,0,0.3,10.8,2.5
1,01/01/2020 12:32:54 AM,01/01/2020 12:36:49 AM,2,0.4,1,N,162,229,1,4.5,3,0.5,1.25,0,0.3,9.55,2.5
2,01/01/2020 12:11:55 AM,01/01/2020 12:23:54 AM,4,0.87,1,N,48,186,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5
2,01/01/2020 12:38:01 AM,01/01/2020 12:56:10 AM,1,2.46,1,N,164,144,1,13,0.5,0.5,3.36,0,0.3,20.16,2.5
2,01/01/2020 12:57:28 AM,01/01/2020 01:08:32 AM,1,1.42,1,N,144,79,1,8.5,0.5,0.5,2.46,0,0.3,14.76,2.5
1,01/01/2020 12:12:20 AM,01/01/2020 12:25:43 AM,2,1.8,1,N,161,43,1,10.5,3,0.5,2.85,0,0.3,17.15,2.5
1,01/01/2020 12:28:10 AM,01/01/2020 12:36:58 AM,2,1.5,1,N,43,262,2,8,3,0.5,0,0,0.3,11.8,2.5
1,01/01/2020 12:41:58 AM,01/01/2020 12:45:07 AM,3,0.8,1,N,263,141,2,4.5,3,0.5,0,0,0.3,8.3,2.5
1,01/01/2020 12:48:06 AM,01/01/2020 12:52:12 AM,2,0.7,1,N,236,263,1,5,3,0.5,1.75,0,0.3,10.55,2.5
1,01/01/2020 12:58:45 AM,01/01/2020 01:22:12 AM,2,5.4,1,N,263,249,1,20.5,3,0.5,7.25,0,0.3,31.55,2.5
2,01/01/2020 12:18:58 AM,01/01/2020 12:39:24 AM,1,1.65,1,N,114,164,2,13.5,0.5,0.5,0,0,0.3,17.3,2.5
2,01/01/2020 12:52:48 AM,01/01/2020 01:08:42 AM,1,2.09,1,N,164,144,2,11.5,0.5,0.5,0,0,0.3,15.3,2.5
1,01/01/2020 12:20:34 AM,01/01/2020 12:51:04 AM,3,2.9,1,N,237,68,2,19.5,3,0.5,0,0,0.3,23.3,2.5
1,01/01/2020 12:58:55 AM,01/01/2020 01:16:44 AM,1,2.4,1,N,68,142,1,13,3,0.5,3.35,0,0.3,20.15,2.5
2,01/01/2020 12:13:20 AM,01/01/2020 12:16:40 AM,1,0.93,1,N,137,79,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5
2,01/01/2020 12:19:20 AM,01/01/2020 12:29:28 AM,1,1.05,1,N,79,114,2,7.5,0.5,0.5,0,0,0.3,11.3,2.5
2,01/01/2020 12:40:54 AM,01/01/2020 12:52:38 AM,1,1.66,1,N,113,137,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5
2,01/01/2020 12:54:18 AM,01/01/2020 12:59:26 AM,1,0.67,1,N,233,170,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5
2,01/01/2020 12:48:18 AM,01/01/2020 12:59:22 AM,1,1.56,1,N,79,68,1,9,0.5,0.5,2,0,0.3,14.8,2.5
2,01/01/2020 12:15:39 AM,01/01/2020 12:21:18 AM,1,1.28,1,N,263,141,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5
2,01/01/2020 12:51:07 AM,01/01/2020 01:05:42 AM,1,1.82,1,N,249,231,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5
2,01/01/2020 12:18:46 AM,01/01/2020 12:24:54 AM,1,2.04,1,N,43,142,1,7.5,0.5,0.5,2.82,0,0.3,14.12,2.5
2,01/01/2020 12:26:03 AM,01/01/2020 12:30:36 AM,1,0.86,1,N,142,239,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5
2,01/01/2020 12:31:31 AM,01/01/2020 01:04:02 AM,1,4.53,1,N,239,107,2,21.5,0.5,0.5,0,0,0.3,25.3,2.5
1,01/01/2020 12:22:14 AM,01/01/2020 12:34:53 AM,0,0.9,1,N,43,161,1,9,3,0.5,2.55,0,0.3,15.35,2.5
2,01/01/2020 12:20:00 AM,01/01/2020 12:28:05 AM,2,1.02,1,N,170,234,1,7,0.5,0.5,2.7,0,0.3,13.5,2.5
2,01/01/2020 12:33:06 AM,01/01/2020 12:46:07 AM,2,1.1,1,N,234,164,1,9,0.5,0.5,0.64,0,0.3,13.44,2.5
2,01/01/2020 12:55:20 AM,01/01/2020 01:14:56 AM,2,1.55,1,N,186,50,1,12.5,0.5,0.5,2,0,0.3,18.3,2.5
2,01/01/2020 12:23:23 AM,01/01/2020 01:01:13 AM,2,5.03,1,N,161,42,1,25.5,0.5,0.5,7.33,0,0.3,36.63,2.5
1,01/01/2020 12:17:49 AM,01/01/2020 12:24:15 AM,1,0.9,1,N,114,144,1,6,3,0.5,1.95,0,0.3,11.75,2.5
1,01/01/2020 12:31:07 AM,01/01/2020 12:39:07 AM,1,1.4,1,N,114,231,1,7,3,0.5,1,0,0.3,11.8,2.5
1,01/01/2020 12:39:39 AM,01/01/2020 12:58:21 AM,2,3,1,N,231,68,1,14.5,3,0.5,5,0,0.3,23.3,2.5
1,01/01/2020 12:59:30 AM,01/01/2020 01:44:51 AM,2,7,1,N,186,181,1,31.5,3,0.5,8.25,6.12,0.3,49.67,2.5
1,01/01/2020 12:43:49 AM,01/01/2020 01:04:04 AM,1,1.6,1,N,170,90,1,13,3,0.5,3.35,0,0.3,20.15,2.5
1,01/01/2020 12:13:28 AM,01/01/2020 12:27:43 AM,1,3.3,1,N,249,87,1,13,3,0.5,1.2,0,0.3,18,2.5
1,01/01/2020 12:34:33 AM,01/01/2020 12:41:56 AM,1,3.3,1,N,209,224,1,11,3,0.5,4.4,0,0.3,19.2,2.5
1,01/01/2020 12:53:39 AM,01/01/2020 01:16:57 AM,1,2.2,1,N,79,232,1,15,3,0.5,3.75,0,0.3,22.55,2.5
1,01/01/2020 12:37:22 AM,01/01/2020 12:41:08 AM,2,1,1,N,229,141,1,5,3,0.5,1.32,0,0.3,10.12,2.5
1,01/01/2020 12:46:15 AM,01/01/2020 01:09:28 AM,4,2.9,1,N,237,137,2,15.5,3,0.5,0,0,0.3,19.3,2.5
2,01/01/2020 12:14:42 AM,01/01/2020 12:23:07 AM,4,1.61,1,N,142,239,1,8,0.5,0.5,2.95,0,0.3,14.75,2.5
2,01/01/2020 12:25:34 AM,01/01/2020 12:31:49 AM,3,1.08,1,N,239,142,1,6,0.5,0.5,2.45,0,0.3,12.25,2.5
2,01/01/2020 12:35:29 AM,01/01/2020 12:58:02 AM,3,4.19,1,N,142,158,2,17,0.5,0.5,0,0,0.3,20.8,2.5
2,01/01/2020 12:13:48 AM,01/01/2020 12:21:18 AM,1,1.55,1,N,79,231,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5
2,01/01/2020 12:26:42 AM,01/01/2020 12:37:51 AM,1,2.09,1,N,231,79,1,10,0.5,0.5,3.45,0,0.3,17.25,2.5
2,01/01/2020 12:39:10 AM,01/01/2020 12:54:33 AM,1,3.33,1,N,79,256,1,14,0.5,0.5,3.56,0,0.3,21.36,2.5
2,01/01/2020 12:29:11 AM,01/01/2020 01:03:36 AM,1,9.88,1,N,239,33,1,33.5,0.5,0.5,7.46,0,0.3,44.76,2.5
2,01/01/2020 12:26:19 AM,01/01/2020 12:27:49 AM,1,0.2,1,N,161,163,2,3,0.5,0.5,0,0,0.3,6.8,2.5
2,01/01/2020 12:32:23 AM,01/01/2020 12:56:45 AM,1,3.71,1,N,43,148,1,17.5,0.5,0.5,4.26,0,0.3,25.56,2.5
1,01/01/2020 12:57:05 AM,01/01/2020 01:12:08 AM,1,2.6,1,N,237,107,1,12,3,0.5,3.15,0,0.3,18.95,2.5
2,01/01/2020 12:34:33 AM,01/01/2020 12:44:49 AM,1,2.48,1,N,42,236,1,10.5,0.5,0.5,1.5,0,0.3,15.8,2.5
2,01/01/2020 12:27:01 AM,01/01/2020 12:33:54 AM,1,1.4,1,N,113,231,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5
