x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,label,frame,path
0.6737725138664246,0.8120883703231812,0.6482587456703186,0.6811361312866211,0.5976517796516418,0.5905802845954895,0.5550980567932129,0.5201392769813538,0.5488803386688232,0.4492616057395935,0.531639575958252,0.632420539855957,0.4911528527736664,0.6416999101638794,0.5106114149093628,0.6564207673072815,0.5343932509422302,0.6663371920585632,0.5231670141220093,0.7119038701057434,0.49220988154411316,0.7163404822349548,0.5119307637214661,0.719757080078125,0.5350238084793091,0.7231680750846863,0.5269832015037537,0.7896794080734253,0.49909329414367676,0.7716543674468994,0.5163830518722534,0.7685084939002991,0.5398539304733276,0.7753763198852539,0.5383985042572021,0.8535245656967163,0.5198484659194946,0.8301352262496948,0.5388449430465698,0.8231657147407532,0.5593950748443604,0.8264102935791016,thumbsup,01001,C:/Users/Javier/PIDS_HandPose/work/HAR_mediapipe/data/gestos_pids/train//thumbsup/thumbsup_01001.jpg
0.7605448961257935,0.74180668592453,0.7325893044471741,0.6376062631607056,0.6921695470809937,0.5583857893943787,0.6621004939079285,0.48697784543037415,0.6540276408195496,0.42708444595336914,0.638033926486969,0.5910748243331909,0.5912841558456421,0.6019516587257385,0.6088683009147644,0.618984043598175,0.6294560432434082,0.6216622591018677,0.6318016648292542,0.6615216732025146,0.5906445980072021,0.6668123006820679,0.6099919080734253,0.6773601770401001,0.6305326223373413,0.6788753867149353,0.6347545385360718,0.7320905923843384,0.6008179187774658,0.7299113273620605,0.6180732846260071,0.7315573692321777,0.6387054324150085,0.7339780926704407,0.6433508396148682,0.7947524189949036,0.6141469478607178,0.7826894521713257,0.6298485398292542,0.7796622514724731,0.6476994156837463,0.7808375358581543,thumbsup,01002,C:/Users/Javier/PIDS_HandPose/work/HAR_mediapipe/data/gestos_pids/train//thumbsup/thumbsup_01002.jpg
0.6958441734313965,0.7682518362998962,0.6698752641677856,0.6607502698898315,0.6297065019607544,0.5780558586120605,0.5998655557632446,0.508209764957428,0.591509997844696,0.45185068249702454,0.5714820623397827,0.610664963722229,0.529441773891449,0.6238101124763489,0.5469586253166199,0.6444929838180542,0.5692660808563232,0.6490874290466309,0.562917172908783,0.6826063990592957,0.5265276432037354,0.6920982599258423,0.5448088049888611,0.7052353620529175,0.5667248964309692,0.7058479189872742,0.5643051862716675,0.7518764734268188,0.5336285829544067,0.7499959468841553,0.550097644329071,0.7549148797988892,0.5722898244857788,0.7581568360328674,0.5708346962928772,0.8123960494995117,0.5471867918968201,0.7993543148040771,0.5633326172828674,0.7997781038284302,0.5828003287315369,0.8015505075454712,thumbsup,01003,C:/Users/Javier/PIDS_HandPose/work/HAR_mediapipe/data/gestos_pids/train//thumbsup/thumbsup_01003.jpg
0.456836462020874,0.8463982343673706,0.42321276664733887,0.7259673476219177,0.37398648262023926,0.6577219367027283,0.326052188873291,0.6092718243598938,0.30242618918418884,0.5610979795455933,0.305928498506546,0.7028409242630005,0.28129205107688904,0.6960326433181763,0.30795395374298096,0.7037850022315979,0.32918426394462585,0.7112265825271606,0.29949167370796204,0.7800348401069641,0.285211980342865,0.76301509141922,0.3083522915840149,0.7621611952781677,0.329612672328949,0.769020676612854,0.30679380893707275,0.8520548343658447,0.2945348620414734,0.8299468159675598,0.31319668889045715,0.823527991771698,0.3345555365085602,0.8320311307907104,0.317519873380661,0.9133459329605103,0.306461900472641,0.8871415853500366,0.3241896629333496,0.8791228532791138,0.342498779296875,0.8841676115989685,thumbsup,01004,C:/Users/Javier/PIDS_HandPose/work/HAR_mediapipe/data/gestos_pids/train//thumbsup/thumbsup_01004.jpg
0.5921595692634583,0.7454036474227905,0.5831969976425171,0.6613689064979553,0.5554463267326355,0.6010662913322449,0.5327920913696289,0.5519313216209412,0.530272364616394,0.508334219455719,0.51608806848526,0.6244495511054993,0.491146057844162,0.6269629597663879,0.5044974684715271,0.6404356360435486,0.5187737941741943,0.6476041674613953,0.5072861909866333,0.672774076461792,0.48963555693626404,0.6759600639343262,0.503180742263794,0.6807859539985657,0.5170860290527344,0.6853731870651245,0.5068662762641907,0.720196008682251,0.49392834305763245,0.7148935794830322,0.5064013004302979,0.7142984867095947,0.5197638273239136,0.7181857824325562,0.5104845762252808,0.7589762210845947,0.5036879181861877,0.7478567957878113,0.51639324426651,0.7474246621131897,0.5280050039291382,0.751522421836853,thumbsup,01005,C:/Users/Javier/PIDS_HandPose/work/HAR_mediapipe/data/gestos_pids/train//thumbsup/thumbsup_01005.jpg
0.6875388026237488,0.7540285587310791,0.6819837093353271,0.6872422695159912,0.6591676473617554,0.6319446563720703,0.6394016146659851,0.59156733751297,0.6359066367149353,0.5520724654197693,0.6237038969993591,0.6465520262718201,0.597622811794281,0.6528838872909546,0.606414258480072,0.6686356663703918,0.6185150146484375,0.6732253432273865,0.614931046962738,0.683161735534668,0.5936800241470337,0.688778817653656,0.603707492351532,0.69940584897995,0.616709291934967,0.703000009059906,0.6132223010063171,0.7237741947174072,0.5982070565223694,0.7255898714065552,0.6091295480728149,0.7307138442993164,0.622439444065094,0.7324422597885132,0.6161810159683228,0.7595202922821045,0.6048842072486877,0.7564848065376282,0.6158904433250427,0.7605856657028198,0.6268929243087769,0.76275235414505,thumbsup,01006,C:/Users/Javier/PIDS_HandPose/work/HAR_mediapipe/data/gestos_pids/train//thumbsup/thumbsup_01006.jpg
0.7987920045852661,0.8084707856178284,0.8260056972503662,0.7320107221603394,0.8641244769096375,0.6879853010177612,0.8966318964958191,0.6491724252700806,0.9070619344711304,0.6033817529678345,0.9164171814918518,0.6935941576957703,0.9525996446609497,0.7381477952003479,0.938843846321106,0.7600585222244263,0.9243524670600891,0.7613139152526855,0.9228931665420532,0.7489989995956421,0.9476875066757202,0.7863491773605347,0.9331960678100586,0.7995397448539734,0.9192391037940979,0.7963864207267761,0.9220830202102661,0.808260440826416,0.9448572397232056,0.8343056440353394,0.9340519905090332,0.8454663753509521,0.919226348400116,0.8400608897209167,0.9180170297622681,0.8629180788993835,0.9332970976829529,0.8750534653663635,0.9239230155944824,0.8837262988090515,0.9133870601654053,0.8815907835960388,thumbsup,01007,C:/Users/Javier/PIDS_HandPose/work/HAR_mediapipe/data/gestos_pids/train//thumbsup/thumbsup_01007.jpg
0.7792051434516907,0.7799173593521118,0.8023027777671814,0.6925692558288574,0.8340963125228882,0.6400656700134277,0.8612000942230225,0.5892337560653687,0.8658169507980347,0.5351079106330872,0.8845404386520386,0.6684704422950745,0.8990163803100586,0.6781095266342163,0.8806316256523132,0.6841077208518982,0.8660883903503418,0.6836982369422913,0.8912286758422852,0.7244486808776855,0.894505500793457,0.722182035446167,0.8777338266372681,0.7225844264030457,0.8653600811958313,0.7265610694885254,0.8859198689460754,0.7762316465377808,0.8858855366706848,0.7622105479240417,0.8715550303459167,0.7641116976737976,0.8568419218063354,0.7666947841644287,0.8783760070800781,0.8187874555587769,0.8798735737800598,0.8037905693054199,0.8662497401237488,0.8019447922706604,0.8530495762825012,0.8029102087020874,thumbsup,01008,C:/Users/Javier/PIDS_HandPose/work/HAR_mediapipe/data/gestos_pids/train//thumbsup/thumbsup_01008.jpg
0.7595143914222717,0.7106341123580933,0.7781549692153931,0.6189005970954895,0.8090547323226929,0.5705994367599487,0.8399820923805237,0.5306053161621094,0.8504694700241089,0.48241835832595825,0.8626214265823364,0.5974952578544617,0.884834349155426,0.6136301755905151,0.8691568970680237,0.6184331774711609,0.8546102046966553,0.6180139183998108,0.8684079051017761,0.6567062139511108,0.8753066658973694,0.6572459936141968,0.8598228096961975,0.6569427251815796,0.8459511399269104,0.6584327220916748,0.8622406721115112,0.7074910402297974,0.863465428352356,0.6914863586425781,0.8503018617630005,0.6915671825408936,0.8358297348022461,0.6925153136253357,0.854188084602356,0.7473770380020142,0.8534976840019226,0.7263491153717041,0.8411130905151367,0.7222469449043274,0.8278692960739136,0.7200968265533447,thumbsup,01009,C:/Users/Javier/PIDS_HandPose/work/HAR_mediapipe/data/gestos_pids/train//thumbsup/thumbsup_01009.jpg
0.7517086863517761,0.595696747303009,0.7784000635147095,0.5162020325660706,0.8111841678619385,0.47300058603286743,0.8371710777282715,0.43274950981140137,0.8449087738990784,0.38654351234436035,0.8557353019714355,0.4941348731517792,0.8800865411758423,0.5258655548095703,0.8660241961479187,0.5414572358131409,0.8536178469657898,0.5414273738861084,0.8578196167945862,0.5515702962875366,0.8788237571716309,0.568326473236084,0.8656939268112183,0.5747647285461426,0.8507551550865173,0.5724727511405945,0.8521406054496765,0.6043308973312378,0.8633483052253723,0.603409469127655,0.8510208129882812,0.608388364315033,0.8355568647384644,0.6054344177246094,0.8439530730247498,0.6496571898460388,0.8496055006980896,0.6366243958473206,0.8377754092216492,0.6350621581077576,0.8245280981063843,0.6309688687324524,thumbsup,01010,C:/Users/Javier/PIDS_HandPose/work/HAR_mediapipe/data/gestos_pids/train//thumbsup/thumbsup_01010.jpg
